route,routename,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday_holiday_rides,monthtotal
54B,South Cicero,2001-06-01T00:00:00.000,4991.3,4676,2802.9,139409
55,Garfield,2001-06-01T00:00:00.000,12825.2,10865.5,8253.7,356670
55N,55th/Narragansett,2001-06-01T00:00:00.000,924.7,153.8,0,20188
56,Milwaukee,2001-06-01T00:00:00.000,15538.1,11092.3,8306,414986
56A,North Milwaukee,2001-06-01T00:00:00.000,613.2,0,0,12878
57,Laramie,2001-06-01T00:00:00.000,2782.2,1619.3,718.4,69396
59,59th/61st,2001-06-01T00:00:00.000,3962.8,2297.4,0,94706
60,Blue Island/26th,2001-06-01T00:00:00.000,15376.7,11637.3,7656,411721
62,Archer,2001-06-01T00:00:00.000,15366.5,8446.2,6074.4,389225
62H,Archer/Harlem,2001-06-01T00:00:00.000,1416.7,626.3,0,32881
63,63rd,2001-06-01T00:00:00.000,20153.7,19436.2,13062.3,572658
63W,West 63rd,2001-06-01T00:00:00.000,2325.2,886.7,566.4,55528
64,Foster-Canfield,2001-06-01T00:00:00.000,228,0,0,4788
65,Grand,2001-06-01T00:00:00.000,7125.1,3766.6,2976.2,180365
66,Chicago,2001-06-01T00:00:00.000,20931.6,14505.6,10546.3,554277
67,67th-69th-71st,2001-06-01T00:00:00.000,13555.1,10911,7450.3,369012
68,Northwest Highway,2001-06-01T00:00:00.000,1469.9,712,322.2,35716
69,Cumberland/East River,2001-06-01T00:00:00.000,423.5,0,0,8895
70,Division,2001-06-01T00:00:00.000,10737.8,7218.9,6074.1,285885
71,71st/South Shore,2001-06-01T00:00:00.000,7313.4,6351,3525.7,199438
72,North,2001-06-01T00:00:00.000,16640.4,12671.5,9642.8,451377
73,Armitage,2001-06-01T00:00:00.000,5264.6,2798,1663.4,131200
74,Fullerton,2001-06-01T00:00:00.000,12576.6,10736.6,7575.1,348093
75,74th-75th,2001-06-01T00:00:00.000,6977.4,5921.1,3459.6,189969
76,Diversey,2001-06-01T00:00:00.000,13078.5,8123.9,6144.5,339846
77,Belmont,2001-06-01T00:00:00.000,20204.6,14010.5,9664.4,533007
78,Montrose,2001-06-01T00:00:00.000,9231.2,6323.9,4175.6,242177
79,79th,2001-06-01T00:00:00.000,31348.1,25975.8,17983.2,860121
80,Irving Park,2001-06-01T00:00:00.000,12439.4,9623,6409.5,334981
81,Lawrence,2001-06-01T00:00:00.000,15362.8,12388.8,9224,421459
81W,West Lawrence,2001-06-01T00:00:00.000,1473.7,918.3,291.2,36703
82,Kimball-Homan,2001-06-01T00:00:00.000,19397.7,13104.7,7218.4,501749
84,Peterson,2001-06-01T00:00:00.000,4236.2,2235.7,1761.4,107184
85,Central,2001-06-01T00:00:00.000,12372.8,8510.4,5884.4,325919
85A,North Central,2001-06-01T00:00:00.000,866.8,179.1,0,19098
86,Narragansett/Ridgeland,2001-06-01T00:00:00.000,1566.3,0,0,32892
87,87th,2001-06-01T00:00:00.000,15478,10458.4,6491.1,403294
88,Higgins,2001-06-01T00:00:00.000,1739.7,729,603.2,42592
90,Harlem,2001-06-01T00:00:00.000,3920.9,2722.7,1716.3,102817
90N,North Harlem,2001-06-01T00:00:00.000,360.3,199.6,0,8564
91,Austin,2001-06-01T00:00:00.000,7509.9,4056,2740.9,188952
92,Foster,2001-06-01T00:00:00.000,7323.5,4646.3,3338,190378
93,California/Dodge,2001-06-01T00:00:00.000,2185.2,1296.1,0,52370
94,South California,2001-06-01T00:00:00.000,10224.2,4949.5,3233.2,252389
95E,93rd-95th,2001-06-01T00:00:00.000,5833.1,5008.7,3336.1,160883
95W,West 95th,2001-06-01T00:00:00.000,4861.5,4728.6,3307.8,138967
96,Lunt,2001-06-01T00:00:00.000,1348.4,0,0,28317
97,Skokie,2001-06-01T00:00:00.000,3846.5,2641,1622.9,100472
100,Jeffery Manor Express,2001-06-01T00:00:00.000,919.8,0,0,19315
103,West 103rd,2001-06-01T00:00:00.000,3570.4,1676,1306.8,88585
106,East 103rd,2001-06-01T00:00:00.000,1821.7,760.8,366.2,43524
108,Halsted/95th,2001-06-01T00:00:00.000,2858.9,0,0,60036
111,Pullman/111th/115th,2001-06-01T00:00:00.000,5250.6,3234.3,2389.5,135992
112,Vincennes/111th,2001-06-01T00:00:00.000,3474.5,1499.4,1124.4,84958
119,Michigan/119th,2001-06-01T00:00:00.000,5003.2,5184.1,3227.5,143897
120,Ogilvie/Wacker Express,2001-06-01T00:00:00.000,841.7,0,0,17677
121,Union/Wacker Express,2001-06-01T00:00:00.000,1514.9,0,0,31813
122,Illinois Center/Ogilvie Express,2001-06-01T00:00:00.000,860.2,0,0,18063
123,Illinois Center/Union Express,2001-06-01T00:00:00.000,851.1,0,0,17874
124,Navy Pier,2001-06-01T00:00:00.000,97.8,545,308.2,4447
125,Water Tower Express,2001-06-01T00:00:00.000,2003.4,0,0,42071
126,Jackson,2001-06-01T00:00:00.000,9569.4,5195.6,2986.6,238882
127,Madison/Roosevelt Circulator,2001-06-01T00:00:00.000,172.6,0,0,3625
129,West Loop/South Loop,2001-06-01T00:00:00.000,798,0,0,16757
130,Museum Campus,2001-06-01T00:00:00.000,0,640.4,369.4,4679
135,Clarendon/LaSalle Express,2001-06-01T00:00:00.000,2872.4,0,0,60320
136,Sheridan/LaSalle Express,2001-06-01T00:00:00.000,1915.9,0,0,40233
145,Wilson/Michigan Express,2001-06-01T00:00:00.000,8218.8,4451.6,2677.7,205564
146,Inner Drive/Michigan Express,2001-06-01T00:00:00.000,9561.4,6232,4576.6,250257
147,Outer Drive Express,2001-06-01T00:00:00.000,10155,5979.8,0,243153
151,Sheridan,2001-06-01T00:00:00.000,25472.6,17753.7,14704.8,682513
152,Addison,2001-06-01T00:00:00.000,10448.8,5242.7,3677.1,260346
154,Wrigley Field Express,2001-06-01T00:00:00.000,83.9,0,0,84
155,Devon,2001-06-01T00:00:00.000,7391,5316.1,4293.2,198965
156,LaSalle,2001-06-01T00:00:00.000,8795.8,0,0,184711
157,Streeterville/Taylor,2001-06-01T00:00:00.000,3399.2,0,0,71383
169,69th-UPS Express,2001-06-01T00:00:00.000,794.1,161.9,0,17486
170,U. of Chicago/Midway,2001-06-01T00:00:00.000,205.6,0,0,4318
171,U. of Chicago/Hyde Park,2001-06-01T00:00:00.000,438.5,399.9,281.9,10290
172,U. of Chicago/Kenwood,2001-06-01T00:00:00.000,420.6,24.1,39.7,8920
173,U. of Chicago/Lakeview Express,2001-06-01T00:00:00.000,177.4,185.7,139.3,1575
201,Central/Ridge,2001-06-01T00:00:00.000,1513.7,639.1,298.3,36177
202,Main/Emerson,2001-06-01T00:00:00.000,423.7,0,0,8898
203,Ridge/Grant,2001-06-01T00:00:00.000,1496.7,0,0,31432
204,Dodge,2001-06-01T00:00:00.000,1659.4,0,0,34848
1,Indiana/Hyde Park,2001-07-01T00:00:00.000,6193.4,0,0,130061
2,Hyde Park Express,2001-07-01T00:00:00.000,1033.1,0,0,21695
3,King Drive,2001-07-01T00:00:00.000,21816.5,15022.8,10277.4,579903
4,Cottage Grove,2001-07-01T00:00:00.000,23456.9,18192.7,13869.8,648585
6,Jackson Park Express,2001-07-01T00:00:00.000,16292.2,12441,8790.6,444643
7,Harrison,2001-07-01T00:00:00.000,5178.8,0,0,108755
8,Halsted,2001-07-01T00:00:00.000,18698.1,13080,9789.3,503715
8A,South Halsted,2001-07-01T00:00:00.000,3185.2,2707.1,1398,86105
9,Ashland,2001-07-01T00:00:00.000,28925,22278.2,16926.7,798098
10,Museum of S & I,2001-07-01T00:00:00.000,832,1150,781.6,26763
11,Lincoln/Sedgwick,2001-07-01T00:00:00.000,3400.6,1856.2,1076.5,85296
12,Roosevelt,2001-07-01T00:00:00.000,10468.5,6812.3,5665.6,281081
14,Jeffery Express,2001-07-01T00:00:00.000,8430.6,0,0,177042
17,Westchester,2001-07-01T00:00:00.000,476.2,0,0,9999
18,16th/18th,2001-07-01T00:00:00.000,1508.3,798.3,672.4,38901
19,United Center Express,2001-07-01T00:00:00.000,442.9,468.6,0,2240
20,Madison,2001-07-01T00:00:00.000,21579.1,12531.4,9274.5,558933
21,Cermak,2001-07-01T00:00:00.000,7622,9170.6,6430.1,235326
X21,Cermak Express,2001-07-01T00:00:00.000,0,671.8,593.5,6248
22,Clark,2001-07-01T00:00:00.000,20700.5,14483.4,11168.2,559654
24,Wentworth,2001-07-01T00:00:00.000,3686.4,0,0,77414
25,West Cermak,2001-07-01T00:00:00.000,391,1.5,0,8212
27,South Deering,2001-07-01T00:00:00.000,6111.9,3328.1,2853,158781
28,Stony Island,2001-07-01T00:00:00.000,11501.9,10139.1,6164.9,319086
29,State,2001-07-01T00:00:00.000,17821.6,14136,10368.3,493008
30,South Chicago,2001-07-01T00:00:00.000,3378.4,1872.9,649.4,82334
33,Mag Mile Express,2001-07-01T00:00:00.000,835.8,0,0,17553
34,South Michigan,2001-07-01T00:00:00.000,6652.8,5012.5,4557.9,187107
35,35th,2001-07-01T00:00:00.000,6107.3,3064.9,2193.2,153672
36,Broadway,2001-07-01T00:00:00.000,15514.2,13580.1,9494.4,437085
37,Sedgwick,2001-07-01T00:00:00.000,2183.8,0,0,45860
39,Pershing,2001-07-01T00:00:00.000,2210.4,0,0,46418
43,43rd,2001-07-01T00:00:00.000,1284.4,599.6,355.2,31503
44,Wallace-Racine,2001-07-01T00:00:00.000,5860.5,2122.1,1622.4,141293
47,47th,2001-07-01T00:00:00.000,7905,6106.2,3900.4,213833
48,South Damen,2001-07-01T00:00:00.000,752.9,0,0,15810
49,Western,2001-07-01T00:00:00.000,22891.8,19888.1,14461,647046
49A,South Western,2001-07-01T00:00:00.000,534.3,0,0,11219
49B,North Western,2001-07-01T00:00:00.000,4960.4,3430.3,2343.7,131952
X49,Western Express,2001-07-01T00:00:00.000,5880.1,0,0,123482
50,Damen,2001-07-01T00:00:00.000,8212.9,4372.2,3172,208993
51,51st,2001-07-01T00:00:00.000,4499.3,4117.5,2661.8,126926
52,Kedzie/California,2001-07-01T00:00:00.000,11608.8,7935.4,6197.5,312711
52A,South Kedzie,2001-07-01T00:00:00.000,6292.5,3643.2,2105.4,159348
53,Pulaski,2001-07-01T00:00:00.000,20102.5,15782.4,10579.9,548763
53A,South Pulaski,2001-07-01T00:00:00.000,8341.8,3716.7,1776.2,200702
54,Cicero,2001-07-01T00:00:00.000,12318.8,10075.8,7062.5,341373
54A,North Cicero/Skokie Blvd.,2001-07-01T00:00:00.000,1353.6,0,0,28425
54B,South Cicero,2001-07-01T00:00:00.000,4827.4,4596.6,2913.1,137241
55,Garfield,2001-07-01T00:00:00.000,12806.2,10214.8,8551.1,361097
55N,55th/Narragansett,2001-07-01T00:00:00.000,878.5,124.8,0,18948
56,Milwaukee,2001-07-01T00:00:00.000,15573.4,10768.4,8516.2,421213
56A,North Milwaukee,2001-07-01T00:00:00.000,671.8,0,0,14108
57,Laramie,2001-07-01T00:00:00.000,2842.6,1489.7,519.7,68772
59,59th/61st,2001-07-01T00:00:00.000,3770.5,1814.5,0,86439
60,Blue Island/26th,2001-07-01T00:00:00.000,15345,11745.9,9183.7,424331
62,Archer,2001-07-01T00:00:00.000,15772.6,9064.5,6343,405540
62H,Archer/Harlem,2001-07-01T00:00:00.000,1342.5,740.4,0,31155
63,63rd,2001-07-01T00:00:00.000,19406.4,16883.6,12977.4,552934
63W,West 63rd,2001-07-01T00:00:00.000,2367.7,779.5,562.3,56213
64,Foster-Canfield,2001-07-01T00:00:00.000,236.7,0,0,4971
65,Grand,2001-07-01T00:00:00.000,7118.6,4177,2873.2,183437
66,Chicago,2001-07-01T00:00:00.000,19712.3,14701.1,10140.4,533605
67,67th-69th-71st,2001-07-01T00:00:00.000,13229.7,9937.3,7411.2,362039
68,Northwest Highway,2001-07-01T00:00:00.000,1243.1,653.1,326,30673
69,Cumberland/East River,2001-07-01T00:00:00.000,335.2,0,0,7039
70,Division,2001-07-01T00:00:00.000,9559.8,6818.7,5488.1,260960
71,71st/South Shore,2001-07-01T00:00:00.000,7043.8,4864.1,3587.9,188904
72,North,2001-07-01T00:00:00.000,16579.9,12152.1,9608.5,454438
73,Armitage,2001-07-01T00:00:00.000,4796,2992,1649.9,122584
74,Fullerton,2001-07-01T00:00:00.000,12434,11133.8,7499.6,350647
75,74th-75th,2001-07-01T00:00:00.000,6412,5528,3377.7,177030
76,Diversey,2001-07-01T00:00:00.000,12416.4,7804.1,5562.4,325336
77,Belmont,2001-07-01T00:00:00.000,20468.1,14388.9,9940.3,547028
78,Montrose,2001-07-01T00:00:00.000,9188.7,6035.9,4161.8,242076
79,79th,2001-07-01T00:00:00.000,30657.6,23631.1,17485.6,843247
80,Irving Park,2001-07-01T00:00:00.000,12231.5,9853.9,6101,332883
81,Lawrence,2001-07-01T00:00:00.000,15704.8,12124.2,9220.8,433622
81W,West Lawrence,2001-07-01T00:00:00.000,1369.7,756.4,188.7,32921
82,Kimball-Homan,2001-07-01T00:00:00.000,18381.9,12550.9,8166.1,485221
84,Peterson,2001-07-01T00:00:00.000,3973.2,2152.4,1265.4,99639
85,Central,2001-07-01T00:00:00.000,11964.6,7535.7,5364.8,313588
85A,North Central,2001-07-01T00:00:00.000,882.8,192.6,0,19309
86,Narragansett/Ridgeland,2001-07-01T00:00:00.000,1520.7,0,0,31935
87,87th,2001-07-01T00:00:00.000,14726.1,9979.3,6178.1,386234
88,Higgins,2001-07-01T00:00:00.000,1657.9,681.2,701.8,41752
90,Harlem,2001-07-01T00:00:00.000,3993.1,2732.7,1558.6,104137
90N,North Harlem,2001-07-01T00:00:00.000,373.2,256.4,0,8863
91,Austin,2001-07-01T00:00:00.000,7175.7,3621.3,2395,179544
92,Foster,2001-07-01T00:00:00.000,7096.2,4426.1,3166.6,185725
93,California/Dodge,2001-07-01T00:00:00.000,2009.8,1111,0,46649
94,South California,2001-07-01T00:00:00.000,10128.3,4682.9,3021.4,249554
95E,93rd-95th,2001-07-01T00:00:00.000,5608.4,4288.9,3441.4,155581
95W,West 95th,2001-07-01T00:00:00.000,4663.7,4448,3051.5,134039
96,Lunt,2001-07-01T00:00:00.000,1328.7,0,0,27902
97,Skokie,2001-07-01T00:00:00.000,3878.9,2425.6,1348.1,99248
100,Jeffery Manor Express,2001-07-01T00:00:00.000,901.4,0,0,18929
103,West 103rd,2001-07-01T00:00:00.000,3550.8,1607,1365.9,89191
106,East 103rd,2001-07-01T00:00:00.000,2033.5,492.9,562.5,48049
108,Halsted/95th,2001-07-01T00:00:00.000,2690.2,0,0,56494
111,Pullman/111th/115th,2001-07-01T00:00:00.000,4811,3072.8,2355.4,127454
112,Vincennes/111th,2001-07-01T00:00:00.000,3121.8,1515.7,1239.1,79054
119,Michigan/119th,2001-07-01T00:00:00.000,4916.9,4333.5,3408.1,141038
120,Ogilvie/Wacker Express,2001-07-01T00:00:00.000,841.6,0,0,17674
121,Union/Wacker Express,2001-07-01T00:00:00.000,1239.5,0,0,26029
122,Illinois Center/Ogilvie Express,2001-07-01T00:00:00.000,928.3,0,0,19494
123,Illinois Center/Union Express,2001-07-01T00:00:00.000,758.8,0,0,15934
124,Navy Pier,2001-07-01T00:00:00.000,250,950.3,602.6,9167
125,Water Tower Express,2001-07-01T00:00:00.000,1990.7,0,0,41805
126,Jackson,2001-07-01T00:00:00.000,9209.7,4634.6,3427.3,232507
127,Madison/Roosevelt Circulator,2001-07-01T00:00:00.000,200.7,0,0,4214
129,West Loop/South Loop,2001-07-01T00:00:00.000,633.4,0,0,13302
130,Museum Campus,2001-07-01T00:00:00.000,0,510,439.5,4677
135,Clarendon/LaSalle Express,2001-07-01T00:00:00.000,2834.1,0,0,59516
136,Sheridan/LaSalle Express,2001-07-01T00:00:00.000,1943.7,0,0,40817
145,Wilson/Michigan Express,2001-07-01T00:00:00.000,7598.7,4057.4,2449.5,190499
146,Inner Drive/Michigan Express,2001-07-01T00:00:00.000,10289.5,6331.6,4763,269984
147,Outer Drive Express,2001-07-01T00:00:00.000,9864.1,8060.7,0,239389
151,Sheridan,2001-07-01T00:00:00.000,25477.7,17047.9,15191.2,694371
152,Addison,2001-07-01T00:00:00.000,9744,5007.6,3187,243776
154,Wrigley Field Express,2001-07-01T00:00:00.000,2.1,0,20.1,22
155,Devon,2001-07-01T00:00:00.000,7324.5,4814.2,3617,194774
156,LaSalle,2001-07-01T00:00:00.000,8417.1,0,0,176759
157,Streeterville/Taylor,2001-07-01T00:00:00.000,3552.3,0,0,74599
169,69th-UPS Express,2001-07-01T00:00:00.000,874,283,0,19486
170,U. of Chicago/Midway,2001-07-01T00:00:00.000,166.8,0,0,3335
171,U. of Chicago/Hyde Park,2001-07-01T00:00:00.000,257.7,0,0,5412
172,U. of Chicago/Kenwood,2001-07-01T00:00:00.000,298.5,0,0,6268
201,Central/Ridge,2001-07-01T00:00:00.000,1585.4,507.3,313.8,37206
202,Main/Emerson,2001-07-01T00:00:00.000,389.9,0,0,8187
203,Ridge/Grant,2001-07-01T00:00:00.000,1255.4,0,0,26364
204,Dodge,2001-07-01T00:00:00.000,1601.3,0,0,33628
1,Indiana/Hyde Park,2001-08-01T00:00:00.000,5738,0,0,131974
2,Hyde Park Express,2001-08-01T00:00:00.000,1116.1,0,0,25671
3,King Drive,2001-08-01T00:00:00.000,19867.3,13489.3,10355.1,552325
4,Cottage Grove,2001-08-01T00:00:00.000,21239.4,17119.1,12067.5,605252
6,Jackson Park Express,2001-08-01T00:00:00.000,15920.5,11594.9,7909.5,444189
7,Harrison,2001-08-01T00:00:00.000,5051.1,0,0,116175
8,Halsted,2001-08-01T00:00:00.000,18441.5,12567.3,9730.3,513344
8A,South Halsted,2001-08-01T00:00:00.000,2645,2642.1,1431.8,77130
9,Ashland,2001-08-01T00:00:00.000,27894,21645.1,17369.6,797620
10,Museum of S & I,2001-08-01T00:00:00.000,877,1268.5,808.4,28479
11,Lincoln/Sedgwick,2001-08-01T00:00:00.000,3445.8,1790.1,1195.5,91195
12,Roosevelt,2001-08-01T00:00:00.000,9589.6,6417.1,5716.9,269096
14,Jeffery Express,2001-08-01T00:00:00.000,8256.3,0,0,189894
17,Westchester,2001-08-01T00:00:00.000,436,0,0,10027
18,16th/18th,2001-08-01T00:00:00.000,1424.1,861.1,878.8,39713
19,United Center Express,2001-08-01T00:00:00.000,445.9,0,0,1338
20,Madison,2001-08-01T00:00:00.000,20312,11847.5,8743.2,549539
21,Cermak,2001-08-01T00:00:00.000,7691,8981.5,6365.3,238281
X21,Cermak Express,2001-08-01T00:00:00.000,0,659.1,667,5304
22,Clark,2001-08-01T00:00:00.000,21046,14899.7,12520.3,593737
24,Wentworth,2001-08-01T00:00:00.000,3225.2,0,0,74179
25,West Cermak,2001-08-01T00:00:00.000,351.7,0,0,8089
27,South Deering,2001-08-01T00:00:00.000,5401.5,3650.3,2938.2,150588
28,Stony Island,2001-08-01T00:00:00.000,11322.9,10081.3,6601.3,327158
29,State,2001-08-01T00:00:00.000,16335.5,13246.9,10429,470420
30,South Chicago,2001-08-01T00:00:00.000,3289.9,1837.7,703,85831
33,Mag Mile Express,2001-08-01T00:00:00.000,772.3,0,0,17764
34,South Michigan,2001-08-01T00:00:00.000,6472.7,5085.2,3916.4,184880
35,35th,2001-08-01T00:00:00.000,6206.3,3416.2,2209.1,165246
36,Broadway,2001-08-01T00:00:00.000,15231,13063.9,11172.3,447258
37,Sedgwick,2001-08-01T00:00:00.000,2084.4,0,0,47942
39,Pershing,2001-08-01T00:00:00.000,2241.2,0,0,51549
43,43rd,2001-08-01T00:00:00.000,1210.4,570.8,445.3,31903
44,Wallace-Racine,2001-08-01T00:00:00.000,5222.7,2273.8,1574.2,135514
47,47th,2001-08-01T00:00:00.000,7782.5,6647.7,4407.4,223218
48,South Damen,2001-08-01T00:00:00.000,667.6,0,0,15356
49,Western,2001-08-01T00:00:00.000,22330.2,19104,15029.7,650129
49A,South Western,2001-08-01T00:00:00.000,509,0,0,11708
49B,North Western,2001-08-01T00:00:00.000,4960.7,3185.6,2598.2,137232
X49,Western Express,2001-08-01T00:00:00.000,5306.5,0,0,122051
50,Damen,2001-08-01T00:00:00.000,7730.8,4234.9,3280.6,207870
51,51st,2001-08-01T00:00:00.000,4095.5,4135.5,2570.1,121018
52,Kedzie/California,2001-08-01T00:00:00.000,11667.6,7946.1,7022.5,328229
52A,South Kedzie,2001-08-01T00:00:00.000,6385.9,3477.2,2337.3,170134
53,Pulaski,2001-08-01T00:00:00.000,19284.8,14516,10509.9,543653
53A,South Pulaski,2001-08-01T00:00:00.000,7862.1,3334.7,2159.6,202805
54,Cicero,2001-08-01T00:00:00.000,11719,9782.5,7275,337766
54A,North Cicero/Skokie Blvd.,2001-08-01T00:00:00.000,1246.1,0,0,28660
54B,South Cicero,2001-08-01T00:00:00.000,4905.4,4609.8,3073.7,143558
55,Garfield,2001-08-01T00:00:00.000,11963.4,9545.6,8433.4,347074
55N,55th/Narragansett,2001-08-01T00:00:00.000,784.2,121.9,0,18525
56,Milwaukee,2001-08-01T00:00:00.000,14835.9,10118.4,8467.3,415568
56A,North Milwaukee,2001-08-01T00:00:00.000,680.3,0,0,15646
57,Laramie,2001-08-01T00:00:00.000,2438.1,1540.2,500.7,64239
59,59th/61st,2001-08-01T00:00:00.000,3435.7,1877,0,86530
60,Blue Island/26th,2001-08-01T00:00:00.000,15531.6,10663.5,9494.5,437858
62,Archer,2001-08-01T00:00:00.000,15597.6,8898,6961.2,422182
62H,Archer/Harlem,2001-08-01T00:00:00.000,1340.7,736.5,0,33783
63,63rd,2001-08-01T00:00:00.000,19206.4,16699.5,12433.5,558278
63W,West 63rd,2001-08-01T00:00:00.000,2293.2,772.6,679.2,58551
64,Foster-Canfield,2001-08-01T00:00:00.000,228.7,0,0,5260
65,Grand,2001-08-01T00:00:00.000,6803.8,4070.8,2703.3,183583
66,Chicago,2001-08-01T00:00:00.000,19213.2,13023.8,10186.2,534744
67,67th-69th-71st,2001-08-01T00:00:00.000,11700.3,8953.8,6747.6,331911
68,Northwest Highway,2001-08-01T00:00:00.000,1233.1,604.7,354.2,32196
69,Cumberland/East River,2001-08-01T00:00:00.000,361.3,0,0,8310
70,Division,2001-08-01T00:00:00.000,9239.4,6433.7,5437.4,259991
71,71st/South Shore,2001-08-01T00:00:00.000,6758.9,6051.7,3634,194199
72,North,2001-08-01T00:00:00.000,15403.9,11636.2,10458.6,442669
73,Armitage,2001-08-01T00:00:00.000,4473.1,2768.8,1813.4,121211
74,Fullerton,2001-08-01T00:00:00.000,12087.7,10435.1,7854.8,351176
75,74th-75th,2001-08-01T00:00:00.000,6074.9,4751.7,3618.7,173205
76,Diversey,2001-08-01T00:00:00.000,12342.9,7610.6,6393.3,339902
77,Belmont,2001-08-01T00:00:00.000,20214,12908.2,11322.7,561846
78,Montrose,2001-08-01T00:00:00.000,8658.2,5769.7,4273.6,239311
79,79th,2001-08-01T00:00:00.000,29109.1,24017.7,16992.8,833552
80,Irving Park,2001-08-01T00:00:00.000,11509.9,9119,6396.4,326788
81,Lawrence,2001-08-01T00:00:00.000,14856.8,11650.1,9174.3,425004
81W,West Lawrence,2001-08-01T00:00:00.000,1366.4,887,194.4,35752
82,Kimball-Homan,2001-08-01T00:00:00.000,17337.6,11893.4,8575.9,480642
84,Peterson,2001-08-01T00:00:00.000,3846.5,1976.1,1309.8,101613
85,Central,2001-08-01T00:00:00.000,11563.1,7884.4,5576.6,319796
85A,North Central,2001-08-01T00:00:00.000,906.2,316.7,0,22110
86,Narragansett/Ridgeland,2001-08-01T00:00:00.000,1423.2,0,0,32733
87,87th,2001-08-01T00:00:00.000,12985.4,9592.7,6258.4,362069
88,Higgins,2001-08-01T00:00:00.000,1641.7,708,801.5,43797
90,Harlem,2001-08-01T00:00:00.000,3956.5,2648.3,1715.1,108453
90N,North Harlem,2001-08-01T00:00:00.000,368.4,131.1,0,8997
91,Austin,2001-08-01T00:00:00.000,6554,3556.1,2347.2,174354
92,Foster,2001-08-01T00:00:00.000,6731.2,4546.5,3342.9,186375
93,California/Dodge,2001-08-01T00:00:00.000,1908.1,1090.7,0,48249
94,South California,2001-08-01T00:00:00.000,9768.4,4719.3,3086.5,255897
95E,93rd-95th,2001-08-01T00:00:00.000,5340.7,4696.7,3574.7,155921
95W,West 95th,2001-08-01T00:00:00.000,4476.2,4172,3015.1,131700
96,Lunt,2001-08-01T00:00:00.000,1350.4,0,0,31058
97,Skokie,2001-08-01T00:00:00.000,4065.7,2303.5,1719.3,109602
100,Jeffery Manor Express,2001-08-01T00:00:00.000,824.9,0,0,18973
103,West 103rd,2001-08-01T00:00:00.000,3413.4,1554,1160.6,89368
106,East 103rd,2001-08-01T00:00:00.000,1708.9,495.9,295.1,42468
108,Halsted/95th,2001-08-01T00:00:00.000,2575.6,0,0,59238
111,Pullman/111th/115th,2001-08-01T00:00:00.000,4497.6,3196.9,2204.5,125051
112,Vincennes/111th,2001-08-01T00:00:00.000,2652.6,1402.6,1082.4,70949
119,Michigan/119th,2001-08-01T00:00:00.000,5224.8,4255.3,3495.7,151174
120,Ogilvie/Wacker Express,2001-08-01T00:00:00.000,779.3,0,0,17924
121,Union/Wacker Express,2001-08-01T00:00:00.000,1359.3,0,0,31263
122,Illinois Center/Ogilvie Express,2001-08-01T00:00:00.000,986.1,0,0,22681
123,Illinois Center/Union Express,2001-08-01T00:00:00.000,832,0,0,19137
124,Navy Pier,2001-08-01T00:00:00.000,164.3,833.4,686.3,6900
125,Water Tower Express,2001-08-01T00:00:00.000,1951.7,0,0,44888
126,Jackson,2001-08-01T00:00:00.000,8439.1,4439.5,3375.6,225360
127,Madison/Roosevelt Circulator,2001-08-01T00:00:00.000,204.6,0,0,4707
128,Soldier Field Express,2001-08-01T00:00:00.000,0,1128.1,0,2256
129,West Loop/South Loop,2001-08-01T00:00:00.000,668.6,0,0,15379
130,Museum Campus,2001-08-01T00:00:00.000,137.4,521.5,337.3,3573
135,Clarendon/LaSalle Express,2001-08-01T00:00:00.000,2956.7,0,0,68004
136,Sheridan/LaSalle Express,2001-08-01T00:00:00.000,1988.1,0,0,45726
145,Wilson/Michigan Express,2001-08-01T00:00:00.000,7683.8,3356.7,2231,199079
146,Inner Drive/Michigan Express,2001-08-01T00:00:00.000,9957.7,6451.9,4592.6,273206
147,Outer Drive Express,2001-08-01T00:00:00.000,9804.4,5631.8,0,248028
151,Sheridan,2001-08-01T00:00:00.000,25599.4,17479.6,16999,726700
152,Addison,2001-08-01T00:00:00.000,9427.3,5009.8,3483.6,250802
154,Wrigley Field Express,2001-08-01T00:00:00.000,114.3,0,0,457
155,Devon,2001-08-01T00:00:00.000,7277.2,4585.8,3576.9,200027
156,LaSalle,2001-08-01T00:00:00.000,8046.1,0,0,185061
157,Streeterville/Taylor,2001-08-01T00:00:00.000,3167.3,0,0,72847
169,69th-UPS Express,2001-08-01T00:00:00.000,913.4,233.8,0,21942
170,U. of Chicago/Midway,2001-08-01T00:00:00.000,195.4,0,0,4494
171,U. of Chicago/Hyde Park,2001-08-01T00:00:00.000,194.5,0,0,4473
172,U. of Chicago/Kenwood,2001-08-01T00:00:00.000,238.5,0,0,5486
201,Central/Ridge,2001-08-01T00:00:00.000,1456.6,508.4,437.3,37284
202,Main/Emerson,2001-08-01T00:00:00.000,316.3,0,0,7274
203,Ridge/Grant,2001-08-01T00:00:00.000,1153.9,0,0,26541
204,Dodge,2001-08-01T00:00:00.000,1404.3,0,0,32299
1,Indiana/Hyde Park,2001-09-01T00:00:00.000,7080.8,0,0,134535
2,Hyde Park Express,2001-09-01T00:00:00.000,930.7,0,0,17684
3,King Drive,2001-09-01T00:00:00.000,22958.5,15773,9543,572335
4,Cottage Grove,2001-09-01T00:00:00.000,23249,19430.1,12189,612016
